bring me a plum from the TV table	bring me a plum from the TV table
tell me what is the smallest cleaning supply on the kitchen cabinet	tell me what is the smallest cleaning supply on the kitchen cabinet
tell me how many people in the hallway are wearing gray t shirts	tell me how many people in the hallway are wearing gray t shirts
tell me how many people in the hallway are wearing blue sweaters	tell me how many people in the hallway are wearing blue sweaters
tell me what is the lightest dish on the coffee table	tell me what is the lightest dish on the coffee table
escort Jesse from the shelf to the lounge chair	escort Jesse from the shelf to the lounge chair
tell the name of the person at the kitchen counter to the person at the kitchen cabinet	tell the name of the person at the kitchen counter to the person at the kitchen cabinet
greet Jesse in the hallway and say the day of the week	greet Jesse in the hallway and say the day of the week
take a cup from the kitchen counter and place it on the kitchen cabinet	take a cup from the kitchen counter and place it on the kitchen cabinet
go to the living room then find a toy and fetch it and deliver it to Kevin in the kitchen	go to the living room then find a toy and fetch it and deliver it to Kevin in the kitchen
tell me how many foods there are on the kitchen counter	tell me how many foods there are on the kitchen counter
tell me the pose of the person in the hallway	tell me the pose of the person in the hallway
meet Laura in the kitchen and follow them to the living room	meet Laura in the kitchen and follow them to the living room
find a tuna in the office then fetch it and deliver it to me	find a tuna in the office then fetch it and deliver it to me
answer the quiz of the person raising their left arm in the living room	answer the quiz of the person raising their left arm in the living room
fetch a bowl from the dishwasher and deliver it to me	fetch a bowl from the dishwasher and deliver it to me
give me a plate from the kitchen cabinet	give me a plate from the kitchen cabinet
follow Robin from the lamp to the kitchen	follow Robin from the lamp to the kitchen
bring me a juice pack from the dishwasher	bring me a juice pack from the dishwasher
tell something about yourself to the person pointing to the right in the living room	tell something about yourself to the person pointing to the right in the living room
tell me the gesture of the person at the hallway cabinet	tell me the gesture of the person at the hallway cabinet
navigate to the TV table then locate a baseball and get it and bring it to Noah in the living room	navigate to the TV table then locate a baseball and get it and bring it to Noah in the living room
tell me the name of the person at the lounge chair	tell me the name of the person at the lounge chair
tell me how many dishes there are on the desk	tell me how many dishes there are on the desk
give me a cola from the kitchen cabinet	give me a cola from the kitchen cabinet
take the standing person from the coffee table to the hallway	take the standing person from the coffee table to the hallway
tell me the pose of the person at the lamp	tell me the pose of the person at the lamp
tell me how many people in the kitchen are wearing white coats	tell me how many people in the kitchen are wearing white coats
navigate to the kitchen then meet Peter and follow them to the trashcan	navigate to the kitchen then meet Peter and follow them to the trashcan
answer the quiz of the person pointing to the right in the living room	answer the quiz of the person pointing to the right in the living room
go to the dishwasher then meet Emma and follow them	go to the dishwasher then meet Emma and follow them
get a tomato soup from the coffee table and give it to Peter in the living room	get a tomato soup from the coffee table and give it to Peter in the living room
give me a tropical juice from the kitchen cabinet	give me a tropical juice from the kitchen cabinet
navigate to the hallway then locate a toy and grasp it and give it to the person pointing to the left in the hallway	navigate to the hallway then locate a toy and grasp it and give it to the person pointing to the left in the hallway
find a food in the office then get it and deliver it to the waving person in the office	find a food in the office then get it and deliver it to the waving person in the office
navigate to the kitchen then find a drink and get it and bring it to Sara in the office	navigate to the kitchen then find a drink and get it and bring it to Sara in the office
tell your teams country to the person raising their right arm in the hallway	tell your teams country to the person raising their right arm in the hallway
grasp a food from the coffee table and bring it to the person pointing to the right in the living room	grasp a food from the coffee table and bring it to the person pointing to the right in the living room
escort the sitting person from the shelf to the office	escort the sitting person from the shelf to the office
lead John from the TV table to the hallway	lead John from the TV table to the hallway
find a person pointing to the left in the hallway and escort them to the trashcan	find a person pointing to the left in the hallway and escort them to the trashcan
locate a snack in the kitchen then grasp it and deliver it to me	locate a snack in the kitchen then grasp it and deliver it to me
fetch a cleaning supply from the dinner table and bring it to me	fetch a cleaning supply from the dinner table and bring it to me
tell your teams name to the person pointing to the left in the office	tell your teams name to the person pointing to the left in the office
tell me how many fruits there are on the dishwasher	tell me how many fruits there are on the dishwasher
tell me how many people in the kitchen are wearing red blouses	tell me how many people in the kitchen are wearing red blouses
bring me an apple from the dinner table	bring me an apple from the dinner table
follow Lucas from the coffee table to the living room	follow Lucas from the coffee table to the living room
tell me how many dishes there are on the kitchen cabinet	tell me how many dishes there are on the kitchen cabinet
tell me what is the thinnest object on the kitchen cabinet	tell me what is the thinnest object on the kitchen cabinet
tell me what is the smallest snack on the kitchen cabinet	tell me what is the smallest snack on the kitchen cabinet
tell me how many cleaning supplies there are on the desk	tell me how many cleaning supplies there are on the desk
tell me what is the heaviest object on the shelf	tell me what is the heaviest object on the shelf
tell me how many people in the hallway are wearing red t shirts	tell me how many people in the hallway are wearing red t shirts
follow Hayley from the trashcan to the kitchen	follow Hayley from the trashcan to the kitchen
tell me how many people in the kitchen are wearing blue jackets	tell me how many people in the kitchen are wearing blue jackets
tell me how many people in the office are wearing blue coats	tell me how many people in the office are wearing blue coats
go to the trashcan then find the waving person and tell the day of the week	go to the trashcan then find the waving person and tell the day of the week
meet Sara in the living room and say your teams name	meet Sara in the living room and say your teams name
find a sitting person in the living room and follow them	find a sitting person in the living room and follow them
give me a pringles from the TV table	give me a pringles from the TV table
tell me the pose of the person at the kitchen counter	tell me the pose of the person at the kitchen counter
take a drink from the dishwasher and put it on the dinner table	take a drink from the dishwasher and put it on the dinner table
tell me how many people in the hallway are wearing gray blouses	tell me how many people in the hallway are wearing gray blouses
bring me a plum from the desk	bring me a plum from the desk
locate a strawberry jello in the office then take it and place it on the shelf	locate a strawberry jello in the office then take it and place it on the shelf
take a snack from the desk and bring it to the standing person in the hallway	take a snack from the desk and bring it to the standing person in the hallway
tell me how many people in the kitchen are wearing blue shirts	tell me how many people in the kitchen are wearing blue shirts
follow Robin from the shelf to the kitchen	follow Robin from the shelf to the kitchen
tell the name of the person at the desk to the person at the dinner table	tell the name of the person at the desk to the person at the dinner table
tell me what is the lightest object on the kitchen counter	tell me what is the lightest object on the kitchen counter
tell me how many people in the living room are wearing yellow coats	tell me how many people in the living room are wearing yellow coats
greet the person wearing a white coat in the kitchen and tell the time	greet the person wearing a white coat in the kitchen and tell the time
go to the kitchen cabinet then find a snack and fetch it and bring it to the person raising their left arm in the hallway	go to the kitchen cabinet then find a snack and fetch it and bring it to the person raising their left arm in the hallway
navigate to the couch then look for the standing person and follow them to the office	navigate to the couch then look for the standing person and follow them to the office
tell me what is the thinnest object on the shelf	tell me what is the thinnest object on the shelf
bring me a plum from the dinner table	bring me a plum from the dinner table
go to the dinner table then locate the standing person and escort them to the office	go to the dinner table then locate the standing person and escort them to the office
tell me the gesture of the person in the living room	tell me the gesture of the person in the living room
go to the dishwasher then meet Emma and take them to the entrance	go to the dishwasher then meet Emma and take them to the entrance
give me a chocolate jello from the coffee table	give me a chocolate jello from the coffee table
tell me what is the smallest object on the TV table	tell me what is the smallest object on the TV table
find a food in the office then take it and bring it to the waving person in the office	find a food in the office then take it and bring it to the waving person in the office
look for a person pointing to the left in the office and follow them	look for a person pointing to the left in the office and follow them
lead the person wearing a black coat from the desk to the dishwasher	lead the person wearing a black coat from the desk to the dishwasher
bring me a baseball from the desk	bring me a baseball from the desk
locate a standing person in the living room and say what day is tomorrow	locate a standing person in the living room and say what day is tomorrow
go to the coffee table then meet Robin and follow them to the hallway cabinet	go to the coffee table then meet Robin and follow them to the hallway cabinet
meet Hayley at the couch then look for them in the hallway	meet Hayley at the couch then look for them in the hallway
tell me what is the smallest object on the kitchen cabinet	tell me what is the smallest object on the kitchen cabinet
tell me what is the smallest snack on the hallway cabinet	tell me what is the smallest snack on the hallway cabinet
tell me how many sitting persons are in the office	tell me how many sitting persons are in the office
tell me how many cleaning supplies there are on the dishwasher	tell me how many cleaning supplies there are on the dishwasher
look for a toy in the office then fetch it and put it on the desk	look for a toy in the office then fetch it and put it on the desk
grasp a fruit from the coffee table and give it to the person pointing to the left in the hallway	grasp a fruit from the coffee table and give it to the person pointing to the left in the hallway
tell me what is the heaviest object on the coffee table	tell me what is the heaviest object on the coffee table
answer the quiz of the person raising their left arm in the office	answer the quiz of the person raising their left arm in the office
answer the quiz of the person pointing to the right in the kitchen	answer the quiz of the person pointing to the right in the kitchen
tell me how many lying persons are in the hallway	tell me how many lying persons are in the hallway
tell me how many fruits there are on the dishwasher	tell me how many fruits there are on the dishwasher
find an apple in the office then get it and bring it to me	find an apple in the office then get it and bring it to me
find a cleaning supply in the office then grasp it and bring it to the lying person in the office	find a cleaning supply in the office then grasp it and bring it to the lying person in the office
go to the lamp then meet Robin and follow them to the living room	go to the lamp then meet Robin and follow them to the living room
tell something about yourself to the person pointing to the right in the office	tell something about yourself to the person pointing to the right in the office
navigate to the office then find a sponge and grasp it and give it to me	navigate to the office then find a sponge and grasp it and give it to me
tell me how many people in the living room are wearing gray jackets	tell me how many people in the living room are wearing gray jackets
tell me how many lying persons are in the living room	tell me how many lying persons are in the living room
navigate to the dishwasher then locate the person raising their left arm and follow them	navigate to the dishwasher then locate the person raising their left arm and follow them
tell me what is the lightest toy on the desk	tell me what is the lightest toy on the desk
bring me a coffee grounds from the shelf	bring me a coffee grounds from the shelf
tell me what is the thinnest object on the shelf	tell me what is the thinnest object on the shelf
look for a toy in the kitchen then grasp it and bring it to the standing person in the kitchen	look for a toy in the kitchen then grasp it and bring it to the standing person in the kitchen
tell something about yourself to the person pointing to the left in the hallway	tell something about yourself to the person pointing to the left in the hallway
fetch a drink from the shelf and give it to Peter in the living room	fetch a drink from the shelf and give it to Peter in the living room
tell me how many people in the hallway are wearing white shirts	tell me how many people in the hallway are wearing white shirts
guide Sophie from the shelf to the trashcan	guide Sophie from the shelf to the trashcan
tell me what is the thinnest object on the desk	tell me what is the thinnest object on the desk
escort the person wearing a red sweater from the dinner table to the lounge chair	escort the person wearing a red sweater from the dinner table to the lounge chair
grasp a fruit from the hallway cabinet and give it to the person pointing to the right in the hallway	grasp a fruit from the hallway cabinet and give it to the person pointing to the right in the hallway
salute the person wearing a white t shirt in the kitchen and answer a question	salute the person wearing a white t shirt in the kitchen and answer a question
tell me how many sitting persons are in the living room	tell me how many sitting persons are in the living room
tell me what is the thinnest cleaning supply on the coffee table	tell me what is the thinnest cleaning supply on the coffee table
tell me how many dishes there are on the shelf	tell me how many dishes there are on the shelf
look for a dish in the office then get it and put it on the dishwasher	look for a dish in the office then get it and put it on the dishwasher
meet Kevin in the office and follow them to the living room	meet Kevin in the office and follow them to the living room
salute Hayley in the living room and take them to the couch	salute Hayley in the living room and take them to the couch
tell me what is the heaviest object on the dinner table	tell me what is the heaviest object on the dinner table
answer the quiz of the person pointing to the left in the kitchen	answer the quiz of the person pointing to the left in the kitchen
follow the sitting person at the kitchen cabinet	follow the sitting person at the kitchen cabinet
follow the lying person in the hallway	follow the lying person in the hallway
tell me what is the smallest object on the coffee table	tell me what is the smallest object on the coffee table
tell me how many people in the kitchen are wearing black blouses	tell me how many people in the kitchen are wearing black blouses
tell me what is the heaviest toy on the hallway cabinet	tell me what is the heaviest toy on the hallway cabinet
bring me an apple from the dinner table	bring me an apple from the dinner table
go to the hallway then meet Kevin and follow them	go to the hallway then meet Kevin and follow them
give me a banana from the shelf	give me a banana from the shelf
take a dish from the TV table and give it to Laura in the office	take a dish from the TV table and give it to Laura in the office
get a pringles from the kitchen cabinet and give it to the lying person in the hallway	get a pringles from the kitchen cabinet and give it to the lying person in the hallway
navigate to the trashcan then find the waving person and take them to the living room	navigate to the trashcan then find the waving person and take them to the living room
tell me the gesture of the person in the office	tell me the gesture of the person in the office
tell me what is the smallest object on the dinner table	tell me what is the smallest object on the dinner table
go to the trashcan then meet Julia and escort them to the kitchen	go to the trashcan then meet Julia and escort them to the kitchen
tell me how many cleaning supplies there are on the desk	tell me how many cleaning supplies there are on the desk
lead the standing person from the lounge chair to the living room	lead the standing person from the lounge chair to the living room
give me a plum from the dinner table	give me a plum from the dinner table
bring me an orange from the hallway cabinet	bring me an orange from the hallway cabinet
tell me how many people in the hallway are wearing blue coats	tell me how many people in the hallway are wearing blue coats
tell me how many cleaning supplies there are on the hallway cabinet	tell me how many cleaning supplies there are on the hallway cabinet
say your teams affiliation to the person pointing to the left in the hallway	say your teams affiliation to the person pointing to the left in the hallway
take the person wearing a white jacket from the exit to the hallway	take the person wearing a white jacket from the exit to the hallway
tell me how many people in the office are wearing gray shirts	tell me how many people in the office are wearing gray shirts
follow Jesse from the TV table to the hallway	follow Jesse from the TV table to the hallway
go to the living room then look for a strawberry jello and fetch it and place it on the desk	go to the living room then look for a strawberry jello and fetch it and place it on the desk
get a tennis ball from the coffee table and deliver it to the person raising their right arm in the kitchen	get a tennis ball from the coffee table and deliver it to the person raising their right arm in the kitchen
tell me what is the smallest food on the hallway cabinet	tell me what is the smallest food on the hallway cabinet
bring me a banana from the kitchen cabinet	bring me a banana from the kitchen cabinet
bring me a plum from the TV table	bring me a plum from the TV table
look for a snack in the kitchen then get it and give it to Robin in the kitchen	look for a snack in the kitchen then get it and give it to Robin in the kitchen
tell me how many snacks there are on the shelf	tell me how many snacks there are on the shelf
grasp a lemon from the TV table and deliver it to Lucas in the living room	grasp a lemon from the TV table and deliver it to Lucas in the living room
meet Hayley at the desk then locate them in the office	meet Hayley at the desk then locate them in the office
give me a juice pack from the hallway cabinet	give me a juice pack from the hallway cabinet
tell me what is the largest fruit on the dishwasher	tell me what is the largest fruit on the dishwasher
tell me how many sitting persons are in the hallway	tell me how many sitting persons are in the hallway
salute Laura in the kitchen and take them to the desk	salute Laura in the kitchen and take them to the desk
tell me the pose of the person in the kitchen	tell me the pose of the person in the kitchen
go to the coffee table then look for an orange juice and grasp it and put it on the dishwasher	go to the coffee table then look for an orange juice and grasp it and put it on the dishwasher
follow Fleur from the trashcan to the living room	follow Fleur from the trashcan to the living room
go to the kitchen then locate the sitting person and escort them to the trashcan	go to the kitchen then locate the sitting person and escort them to the trashcan
tell me how many people in the living room are wearing black shirts	tell me how many people in the living room are wearing black shirts
tell me how many fruits there are on the dinner table	tell me how many fruits there are on the dinner table
tell me how many foods there are on the shelf	tell me how many foods there are on the shelf
guide Kevin from the trashcan to the office	guide Kevin from the trashcan to the office
tell me how many dishes there are on the desk	tell me how many dishes there are on the desk
tell me what is the biggest food on the desk	tell me what is the biggest food on the desk
grasp a fruit from the TV table and bring it to the sitting person in the living room	grasp a fruit from the TV table and bring it to the sitting person in the living room
tell me how many waving persons are in the kitchen	tell me how many waving persons are in the kitchen
follow Robin from the kitchen counter to the kitchen	follow Robin from the kitchen counter to the kitchen
follow the person pointing to the right in the office	follow the person pointing to the right in the office
tell me what is the heaviest object on the dishwasher	tell me what is the heaviest object on the dishwasher
guide the lying person from the coathanger to the living room	guide the lying person from the coathanger to the living room
escort the person wearing a red sweater from the lamp to the exit	escort the person wearing a red sweater from the lamp to the exit
bring me a fork from the kitchen cabinet	bring me a fork from the kitchen cabinet
tell me how many snacks there are on the hallway cabinet	tell me how many snacks there are on the hallway cabinet
tell me the gesture of the person at the entrance	tell me the gesture of the person at the entrance
go to the trashcan then find a food and grasp it and bring it to Hayley in the kitchen	go to the trashcan then find a food and grasp it and bring it to Hayley in the kitchen
guide the person wearing a orange jacket from the TV table to the hallway	guide the person wearing a orange jacket from the TV table to the hallway
tell the name of the person at the dinner table to the person at the hallway cabinet	tell the name of the person at the dinner table to the person at the hallway cabinet
tell me the pose of the person in the office	tell me the pose of the person in the office
meet Susan at the coathanger then look for them in the hallway	meet Susan at the coathanger then look for them in the hallway
find a tropical juice in the living room then grasp it and bring it to the sitting person in the living room	find a tropical juice in the living room then grasp it and bring it to the sitting person in the living room
say hello to Sophie in the kitchen and answer a question	say hello to Sophie in the kitchen and answer a question
tell me how many dishes there are on the desk	tell me how many dishes there are on the desk
meet Emma in the living room and follow them to the hallway	meet Emma in the living room and follow them to the hallway
meet Jesse at the exit then look for them in the kitchen	meet Jesse at the exit then look for them in the kitchen
answer the question of the person pointing to the left in the office	answer the question of the person pointing to the left in the office
tell me what is the thinnest dish on the dinner table	tell me what is the thinnest dish on the dinner table
fetch a cleaning supply from the dinner table and bring it to me	fetch a cleaning supply from the dinner table and bring it to me
answer the quiz of the waving person in the hallway	answer the quiz of the waving person in the hallway
go to the shelf then meet Sophie and follow them to the kitchen counter	go to the shelf then meet Sophie and follow them to the kitchen counter
navigate to the office then meet Emma and say the time	navigate to the office then meet Emma and say the time
take the person wearing a orange sweater from the couch to the living room	take the person wearing a orange sweater from the couch to the living room
say hello to the person wearing an orange shirt in the office and follow them	say hello to the person wearing an orange shirt in the office and follow them
tell me what is the biggest object on the hallway cabinet	tell me what is the biggest object on the hallway cabinet
grasp a spam from the TV table and bring it to the standing person in the office	grasp a spam from the TV table and bring it to the standing person in the office
tell me what is the largest dish on the shelf	tell me what is the largest dish on the shelf
tell me how many toys there are on the desk	tell me how many toys there are on the desk
follow the person pointing to the right at the hallway cabinet	follow the person pointing to the right at the hallway cabinet
tell me what is the largest object on the shelf	tell me what is the largest object on the shelf
tell me how many dishes there are on the kitchen counter	tell me how many dishes there are on the kitchen counter
tell me what is the smallest food on the desk	tell me what is the smallest food on the desk
tell me how many people in the hallway are wearing red t shirts	tell me how many people in the hallway are wearing red t shirts
give me a spam from the dishwasher	give me a spam from the dishwasher
locate a toy in the kitchen then grasp it and give it to me	locate a toy in the kitchen then grasp it and give it to me
salute the person wearing a blue sweater in the hallway and take them to the dishwasher	salute the person wearing a blue sweater in the hallway and take them to the dishwasher
locate a sitting person in the office and guide them to the lounge chair	locate a sitting person in the office and guide them to the lounge chair
go to the hallway cabinet then locate a dish and fetch it and deliver it to me	go to the hallway cabinet then locate a dish and fetch it and deliver it to me
tell me how many people in the kitchen are wearing black t shirts	tell me how many people in the kitchen are wearing black t shirts
tell me how many foods there are on the shelf	tell me how many foods there are on the shelf
look for a fork in the office then get it and bring it to Harrie in the office	look for a fork in the office then get it and bring it to Harrie in the office
tell me what is the thinnest object on the dinner table	tell me what is the thinnest object on the dinner table
navigate to the office then look for a fruit and grasp it and bring it to the waving person in the kitchen	navigate to the office then look for a fruit and grasp it and bring it to the waving person in the kitchen
take a plum from the coffee table and deliver it to the standing person in the kitchen	take a plum from the coffee table and deliver it to the standing person in the kitchen
locate a dish in the office then fetch it and deliver it to Jesse in the office	locate a dish in the office then fetch it and deliver it to Jesse in the office
escort the person wearing a red coat from the TV table to the office	escort the person wearing a red coat from the TV table to the office
tell me what is the heaviest object on the TV table	tell me what is the heaviest object on the TV table
navigate to the entrance then meet Sara and tell what day is today	navigate to the entrance then meet Sara and tell what day is today
lead Lucas from the shelf to the kitchen cabinet	lead Lucas from the shelf to the kitchen cabinet
follow Robin from the dishwasher to the office	follow Robin from the dishwasher to the office
bring me a peach from the kitchen counter	bring me a peach from the kitchen counter
tell me the name of the person at the trashcan	tell me the name of the person at the trashcan
look for a pear in the kitchen then grasp it and place it on the kitchen counter	look for a pear in the kitchen then grasp it and place it on the kitchen counter
find a sitting person in the living room and answer a quiz	find a sitting person in the living room and answer a quiz
tell me how many toys there are on the TV table	tell me how many toys there are on the TV table
say your teams affiliation to the person raising their right arm in the office	say your teams affiliation to the person raising their right arm in the office
tell me how many people in the kitchen are wearing white jackets	tell me how many people in the kitchen are wearing white jackets
fetch a drink from the kitchen cabinet and bring it to the person raising their right arm in the living room	fetch a drink from the kitchen cabinet and bring it to the person raising their right arm in the living room
salute the person wearing a red shirt in the kitchen and say the day of the week	salute the person wearing a red shirt in the kitchen and say the day of the week
tell me what is the thinnest object on the coffee table	tell me what is the thinnest object on the coffee table
follow the person raising their left arm in the kitchen	follow the person raising their left arm in the kitchen
tell me what is the heaviest snack on the shelf	tell me what is the heaviest snack on the shelf
locate a tuna in the living room then fetch it and put it on the kitchen cabinet	locate a tuna in the living room then fetch it and put it on the kitchen cabinet
locate a dish in the office then take it and deliver it to the standing person in the office	locate a dish in the office then take it and deliver it to the standing person in the office
go to the exit then look for the sitting person and guide them to the TV table	go to the exit then look for the sitting person and guide them to the TV table
tell me how many people in the hallway are wearing gray coats	tell me how many people in the hallway are wearing gray coats
tell me how many foods there are on the TV table	tell me how many foods there are on the TV table
give me a sugar from the coffee table	give me a sugar from the coffee table
give me a strawberry jello from the dishwasher	give me a strawberry jello from the dishwasher
tell me how many foods there are on the shelf	tell me how many foods there are on the shelf
tell me how many people in the office are wearing orange jackets	tell me how many people in the office are wearing orange jackets
get a red wine from the desk and give it to me	get a red wine from the desk and give it to me
locate a fork in the living room then get it and give it to me	locate a fork in the living room then get it and give it to me
tell me how many sitting persons are in the hallway	tell me how many sitting persons are in the hallway
navigate to the office then meet Sara and say your teams country	navigate to the office then meet Sara and say your teams country
