bring me a plum from the TV table	bring me a plum from the TV table
locate a lemon in the office then take it and give it to Harrie in the office	locate a lemon in the office then take it and give it to Harrie in the office
bring me a mustard from the kitchen counter	bring me a mustard from the kitchen counter
tell me the pose of the person in the living room	tell me the pose of the person in the living room
go to the lamp then locate the waving person and follow them	go to the lamp then locate the waving person and follow them
look for a dice in the kitchen then take it and bring it to Emma in the kitchen	look for a dice in the kitchen then take it and bring it to Emma in the kitchen
tell me the gesture of the person in the kitchen	tell me the gesture of the person in the kitchen
give me a cleanser from the dinner table	give me a cleanser from the dinner table
find a standing person in the office and follow them to the couch	find a standing person in the office and follow them to the couch
introduce yourself to the person wearing a red shirt in the hallway and follow them	introduce yourself to the person wearing a red shirt in the hallway and follow them
take the standing person from the TV table to the hallway	take the standing person from the TV table to the hallway
tell me the name of the person at the TV table	tell me the name of the person at the TV table
follow the standing person at the entrance	follow the standing person at the entrance
navigate to the kitchen then find the standing person and lead them to the hallway	navigate to the kitchen then find the standing person and lead them to the hallway
go to the dinner table then meet John and follow them to the hallway cabinet	go to the dinner table then meet John and follow them to the hallway cabinet
escort the sitting person from the lounge chair to the dinner table	escort the sitting person from the lounge chair to the dinner table
tell me what is the biggest dish on the dinner table	tell me what is the biggest dish on the dinner table
give me a tuna from the dishwasher	give me a tuna from the dishwasher
take a chocolate jello from the kitchen counter and deliver it to the sitting person in the hallway	take a chocolate jello from the kitchen counter and deliver it to the sitting person in the hallway
navigate to the dishwasher then find a drink and fetch it and give it to Robin in the hallway	navigate to the dishwasher then find a drink and fetch it and give it to Robin in the hallway
tell me the pose of the person at the coathanger	tell me the pose of the person at the coathanger
tell me what is the thinnest dish on the coffee table	tell me what is the thinnest dish on the coffee table
meet Julia at the entrance then look for them in the kitchen	meet Julia at the entrance then look for them in the kitchen
meet Hayley at the hallway cabinet then locate them in the office	meet Hayley at the hallway cabinet then locate them in the office
salute the person wearing a black coat in the hallway and say what day is today	salute the person wearing a black coat in the hallway and say what day is today
tell me what is the largest object on the kitchen counter	tell me what is the largest object on the kitchen counter
say hello to the person wearing a gray jacket in the office and follow them to the dishwasher	say hello to the person wearing a gray jacket in the office and follow them to the dishwasher
find a toy in the living room then get it and place it on the desk	find a toy in the living room then get it and place it on the desk
tell me how many people in the kitchen are wearing gray shirts	tell me how many people in the kitchen are wearing gray shirts
guide the person wearing a white jacket from the coffee table to the kitchen	guide the person wearing a white jacket from the coffee table to the kitchen
tell me what is the smallest snack on the TV table	tell me what is the smallest snack on the TV table
follow the standing person in the kitchen	follow the standing person in the kitchen
tell me how many people in the living room are wearing black t shirts	tell me how many people in the living room are wearing black t shirts
find a cornflakes in the office then grasp it and place it on the desk	find a cornflakes in the office then grasp it and place it on the desk
tell me how many people in the hallway are wearing blue shirts	tell me how many people in the hallway are wearing blue shirts
say hello to John in the office and follow them to the kitchen	say hello to John in the office and follow them to the kitchen
bring me a knife from the hallway cabinet	bring me a knife from the hallway cabinet
tell me how many dishes there are on the desk	tell me how many dishes there are on the desk
tell me how many foods there are on the desk	tell me how many foods there are on the desk
tell me the pose of the person in the office	tell me the pose of the person in the office
tell me how many people in the kitchen are wearing white sweaters	tell me how many people in the kitchen are wearing white sweaters
say the time to the waving person in the hallway	say the time to the waving person in the hallway
follow Liam from the dinner table to the office	follow Liam from the dinner table to the office
go to the hallway then find the sitting person and answer a quiz	go to the hallway then find the sitting person and answer a quiz
get a dish from the desk and deliver it to Susan in the hallway	get a dish from the desk and deliver it to Susan in the hallway
tell me how many people in the hallway are wearing white blouses	tell me how many people in the hallway are wearing white blouses
lead Robin from the dinner table to the hallway	lead Robin from the dinner table to the hallway
meet Fleur in the kitchen and tell the day of the month	meet Fleur in the kitchen and tell the day of the month
introduce yourself to Liam in the kitchen and guide them to the lamp	introduce yourself to Liam in the kitchen and guide them to the lamp
tell the day of the week to the person raising their right arm in the office	tell the day of the week to the person raising their right arm in the office
give me a pear from the hallway cabinet	give me a pear from the hallway cabinet
answer the quiz of the person pointing to the right in the hallway	answer the quiz of the person pointing to the right in the hallway
tell me what is the biggest drink on the TV table	tell me what is the biggest drink on the TV table
find a waving person in the hallway and answer a question	find a waving person in the hallway and answer a question
take the person wearing a orange coat from the kitchen counter to the hallway	take the person wearing a orange coat from the kitchen counter to the hallway
salute Harrie in the office and follow them to the living room	salute Harrie in the office and follow them to the living room
go to the hallway then look for a snack and take it and bring it to Sara in the hallway	go to the hallway then look for a snack and take it and bring it to Sara in the hallway
tell me what is the largest fruit on the kitchen counter	tell me what is the largest fruit on the kitchen counter
navigate to the office then locate a fruit and grasp it and bring it to the standing person in the kitchen	navigate to the office then locate a fruit and grasp it and bring it to the standing person in the kitchen
grasp a cola from the kitchen counter and bring it to me	grasp a cola from the kitchen counter and bring it to me
get a mustard from the shelf and deliver it to Hayley in the kitchen	get a mustard from the shelf and deliver it to Hayley in the kitchen
tell me how many people in the kitchen are wearing yellow sweaters	tell me how many people in the kitchen are wearing yellow sweaters
go to the hallway then locate the person pointing to the right and follow them	go to the hallway then locate the person pointing to the right and follow them
look for a fruit in the kitchen then grasp it and put it on the dishwasher	look for a fruit in the kitchen then grasp it and put it on the dishwasher
tell me how many cleaning supplies there are on the dinner table	tell me how many cleaning supplies there are on the dinner table
follow William from the couch to the hallway	follow William from the couch to the hallway
tell me what is the thinnest snack on the coffee table	tell me what is the thinnest snack on the coffee table
follow Julia from the desk to the living room	follow Julia from the desk to the living room
give me a red wine from the desk	give me a red wine from the desk
lead the standing person from the couch to the shelf	lead the standing person from the couch to the shelf
go to the hallway then find the lying person and tell what day is today	go to the hallway then find the lying person and tell what day is today
locate a peach in the hallway then grasp it and give it to Emma in the hallway	locate a peach in the hallway then grasp it and give it to Emma in the hallway
tell the gesture of the person at the kitchen cabinet to the person at the TV table	tell the gesture of the person at the kitchen cabinet to the person at the TV table
locate a rubiks cube in the office then fetch it and give it to me	locate a rubiks cube in the office then fetch it and give it to me
meet Harrie at the coathanger then find them in the office	meet Harrie at the coathanger then find them in the office
tell me what is the lightest object on the dinner table	tell me what is the lightest object on the dinner table
navigate to the hallway then locate a fruit and take it and place it on the hallway cabinet	navigate to the hallway then locate a fruit and take it and place it on the hallway cabinet
tell me what is the lightest cleaning supply on the kitchen counter	tell me what is the lightest cleaning supply on the kitchen counter
tell me how many people in the office are wearing orange sweaters	tell me how many people in the office are wearing orange sweaters
get an orange from the shelf and bring it to Robin in the kitchen	get an orange from the shelf and bring it to Robin in the kitchen
tell me what is the smallest object on the dishwasher	tell me what is the smallest object on the dishwasher
tell me how many people in the living room are wearing red sweaters	tell me how many people in the living room are wearing red sweaters
tell me how many cleaning supplies there are on the kitchen counter	tell me how many cleaning supplies there are on the kitchen counter
locate a snack in the office then grasp it and give it to me	locate a snack in the office then grasp it and give it to me
take Sophie from the lounge chair to the kitchen	take Sophie from the lounge chair to the kitchen
find a drink in the living room then take it and bring it to Fleur in the living room	find a drink in the living room then take it and bring it to Fleur in the living room
tell me how many persons pointing to the left are in the living room	tell me how many persons pointing to the left are in the living room
tell me how many dishes there are on the TV table	tell me how many dishes there are on the TV table
navigate to the kitchen cabinet then meet Fleur and follow them to the hallway	navigate to the kitchen cabinet then meet Fleur and follow them to the hallway
guide the person wearing a black coat from the kitchen cabinet to the desk	guide the person wearing a black coat from the kitchen cabinet to the desk
tell me how many people in the hallway are wearing blue jackets	tell me how many people in the hallway are wearing blue jackets
follow Sara from the trashcan to the kitchen	follow Sara from the trashcan to the kitchen
grasp a drink from the kitchen counter and bring it to the standing person in the hallway	grasp a drink from the kitchen counter and bring it to the standing person in the hallway
locate a snack in the office then grasp it and bring it to Hayley in the office	locate a snack in the office then grasp it and bring it to Hayley in the office
bring me a cornflakes from the shelf	bring me a cornflakes from the shelf
meet Noah in the kitchen and answer a question	meet Noah in the kitchen and answer a question
tell me what is the largest food on the kitchen cabinet	tell me what is the largest food on the kitchen cabinet
tell me what is the heaviest dish on the desk	tell me what is the heaviest dish on the desk
follow Susan from the coffee table to the kitchen	follow Susan from the coffee table to the kitchen
tell me what is the heaviest fruit on the kitchen cabinet	tell me what is the heaviest fruit on the kitchen cabinet
tell me how many snacks there are on the desk	tell me how many snacks there are on the desk
say your teams country to the person pointing to the right in the living room	say your teams country to the person pointing to the right in the living room
meet Noah in the kitchen and take them to the hallway	meet Noah in the kitchen and take them to the hallway
give me a lemon from the coffee table	give me a lemon from the coffee table
locate a tomato soup in the living room then take it and place it on the hallway cabinet	locate a tomato soup in the living room then take it and place it on the hallway cabinet
tell me how many waving persons are in the hallway	tell me how many waving persons are in the hallway
say something about yourself to the person raising their left arm in the kitchen	say something about yourself to the person raising their left arm in the kitchen
navigate to the TV table then find a drink and take it and give it to me	navigate to the TV table then find a drink and take it and give it to me
tell me how many fruits there are on the shelf	tell me how many fruits there are on the shelf
meet Laura at the hallway cabinet then locate them in the office	meet Laura at the hallway cabinet then locate them in the office
tell me how many people in the living room are wearing orange coats	tell me how many people in the living room are wearing orange coats
tell me how many toys there are on the desk	tell me how many toys there are on the desk
look for a spam in the kitchen then fetch it and bring it to the person raising their right arm in the kitchen	look for a spam in the kitchen then fetch it and bring it to the person raising their right arm in the kitchen
escort the waving person from the coffee table to the exit	escort the waving person from the coffee table to the exit
take the person wearing a orange sweater from the exit to the kitchen	take the person wearing a orange sweater from the exit to the kitchen
find a person raising their right arm in the kitchen and answer a quiz	find a person raising their right arm in the kitchen and answer a quiz
tell me what is the smallest snack on the kitchen counter	tell me what is the smallest snack on the kitchen counter
look for a tropical juice in the office then grasp it and put it on the hallway cabinet	look for a tropical juice in the office then grasp it and put it on the hallway cabinet
answer the quiz of the person pointing to the left in the living room	answer the quiz of the person pointing to the left in the living room
locate a lying person in the kitchen and follow them	locate a lying person in the kitchen and follow them
look for a toy in the kitchen then get it and give it to the person raising their right arm in the kitchen	look for a toy in the kitchen then get it and give it to the person raising their right arm in the kitchen
tell me what is the thinnest object on the coffee table	tell me what is the thinnest object on the coffee table
grasp a strawberry jello from the dishwasher and give it to Susan in the office	grasp a strawberry jello from the dishwasher and give it to Susan in the office
introduce yourself to the person wearing a blue jacket in the living room and follow them	introduce yourself to the person wearing a blue jacket in the living room and follow them
say your teams country to the person pointing to the right in the hallway	say your teams country to the person pointing to the right in the hallway
navigate to the kitchen cabinet then find the person raising their right arm and follow them to the couch	navigate to the kitchen cabinet then find the person raising their right arm and follow them to the couch
go to the office then look for the lying person and say what day is today	go to the office then look for the lying person and say what day is today
give me a banana from the kitchen cabinet	give me a banana from the kitchen cabinet
take the person wearing a red jacket from the dinner table to the dishwasher	take the person wearing a red jacket from the dinner table to the dishwasher
go to the exit then meet Liam and follow them to the kitchen	go to the exit then meet Liam and follow them to the kitchen
meet Lucas in the living room and answer a question	meet Lucas in the living room and answer a question
say hello to the person wearing a black blouse in the living room and follow them	say hello to the person wearing a black blouse in the living room and follow them
tell me how many standing persons are in the living room	tell me how many standing persons are in the living room
tell me the pose of the person in the office	tell me the pose of the person in the office
tell me how many foods there are on the dinner table	tell me how many foods there are on the dinner table
take a toy from the desk and deliver it to the person pointing to the left in the living room	take a toy from the desk and deliver it to the person pointing to the left in the living room
give me a bowl from the dishwasher	give me a bowl from the dishwasher
locate a lying person in the living room and say the day of the week	locate a lying person in the living room and say the day of the week
tell me what is the thinnest drink on the TV table	tell me what is the thinnest drink on the TV table
find a dish in the office then take it and deliver it to me	find a dish in the office then take it and deliver it to me
fetch a juice pack from the kitchen cabinet and put it on the coffee table	fetch a juice pack from the kitchen cabinet and put it on the coffee table
introduce yourself to Susan in the hallway and answer a question	introduce yourself to Susan in the hallway and answer a question
answer the quiz of the waving person in the office	answer the quiz of the waving person in the office
tell me what is the heaviest dish on the desk	tell me what is the heaviest dish on the desk
follow Julia from the lamp to the office	follow Julia from the lamp to the office
get a juice pack from the desk and give it to the person pointing to the right in the living room	get a juice pack from the desk and give it to the person pointing to the right in the living room
tell me how many toys there are on the dishwasher	tell me how many toys there are on the dishwasher
tell me what is the biggest food on the desk	tell me what is the biggest food on the desk
tell the name of the person at the hallway cabinet to the person at the trashcan	tell the name of the person at the hallway cabinet to the person at the trashcan
introduce yourself to the person wearing a white jacket in the living room and escort them to the kitchen	introduce yourself to the person wearing a white jacket in the living room and escort them to the kitchen
tell me how many people in the living room are wearing yellow jackets	tell me how many people in the living room are wearing yellow jackets
navigate to the exit then find a dish and grasp it and deliver it to me	navigate to the exit then find a dish and grasp it and deliver it to me
navigate to the living room then locate the sitting person and follow them	navigate to the living room then locate the sitting person and follow them
tell me what is the lightest toy on the desk	tell me what is the lightest toy on the desk
navigate to the dinner table then locate the person raising their left arm and lead them to the dishwasher	navigate to the dinner table then locate the person raising their left arm and lead them to the dishwasher
get a red wine from the coffee table and give it to Kevin in the kitchen	get a red wine from the coffee table and give it to Kevin in the kitchen
tell me how many cleaning supplies there are on the dishwasher	tell me how many cleaning supplies there are on the dishwasher
tell me how many snacks there are on the desk	tell me how many snacks there are on the desk
tell me what is the largest object on the hallway cabinet	tell me what is the largest object on the hallway cabinet
tell the pose of the person at the desk to the person at the hallway cabinet	tell the pose of the person at the desk to the person at the hallway cabinet
tell me how many standing persons are in the hallway	tell me how many standing persons are in the hallway
find a sitting person in the kitchen and follow them to the hallway	find a sitting person in the kitchen and follow them to the hallway
go to the kitchen then meet Harrie and follow them	go to the kitchen then meet Harrie and follow them
tell your teams affiliation to the person pointing to the right in the kitchen	tell your teams affiliation to the person pointing to the right in the kitchen
answer the quiz of the person pointing to the left in the office	answer the quiz of the person pointing to the left in the office
take the person wearing a orange blouse from the exit to the shelf	take the person wearing a orange blouse from the exit to the shelf
get a tomato soup from the shelf and deliver it to Sophie in the hallway	get a tomato soup from the shelf and deliver it to Sophie in the hallway
tell me what is the biggest drink on the desk	tell me what is the biggest drink on the desk
get a drink from the dinner table and give it to Noah in the office	get a drink from the dinner table and give it to Noah in the office
take a spoon from the kitchen counter and give it to the sitting person in the kitchen	take a spoon from the kitchen counter and give it to the sitting person in the kitchen
guide the person wearing a gray shirt from the dishwasher to the coathanger	guide the person wearing a gray shirt from the dishwasher to the coathanger
follow the lying person at the couch	follow the lying person at the couch
tell me how many dishes there are on the dishwasher	tell me how many dishes there are on the dishwasher
grasp a food from the dishwasher and bring it to the person raising their left arm in the living room	grasp a food from the dishwasher and bring it to the person raising their left arm in the living room
grasp a food from the TV table and bring it to Laura in the hallway	grasp a food from the TV table and bring it to Laura in the hallway
locate a toy in the living room then get it and give it to me	locate a toy in the living room then get it and give it to me
tell me what is the biggest food on the dishwasher	tell me what is the biggest food on the dishwasher
tell me how many persons raising their right arm are in the living room	tell me how many persons raising their right arm are in the living room
greet the person wearing a blue shirt in the kitchen and tell your teams affiliation	greet the person wearing a blue shirt in the kitchen and tell your teams affiliation
find a person pointing to the right in the hallway and follow them to the trashcan	find a person pointing to the right in the hallway and follow them to the trashcan
meet Harrie in the hallway and follow them	meet Harrie in the hallway and follow them
tell me how many people in the office are wearing black blouses	tell me how many people in the office are wearing black blouses
meet Robin in the kitchen and follow them	meet Robin in the kitchen and follow them
tell me what is the thinnest food on the kitchen cabinet	tell me what is the thinnest food on the kitchen cabinet
tell me how many fruits there are on the TV table	tell me how many fruits there are on the TV table
grasp a food from the kitchen cabinet and place it on the hallway cabinet	grasp a food from the kitchen cabinet and place it on the hallway cabinet
tell me what is the largest object on the coffee table	tell me what is the largest object on the coffee table
take the person wearing a gray t shirt from the exit to the office	take the person wearing a gray t shirt from the exit to the office
say your teams affiliation to the person raising their right arm in the kitchen	say your teams affiliation to the person raising their right arm in the kitchen
meet Harrie at the entrance then locate them in the hallway	meet Harrie at the entrance then locate them in the hallway
meet Peter at the exit then locate them in the office	meet Peter at the exit then locate them in the office
escort the person wearing a blue sweater from the coathanger to the office	escort the person wearing a blue sweater from the coathanger to the office
go to the exit then look for the person raising their left arm and say what day is today	go to the exit then look for the person raising their left arm and say what day is today
bring me a banana from the shelf	bring me a banana from the shelf
locate a dice in the living room then take it and bring it to Fleur in the living room	locate a dice in the living room then take it and bring it to Fleur in the living room
guide William from the dinner table to the entrance	guide William from the dinner table to the entrance
tell the name of the person at the dishwasher to the person at the TV table	tell the name of the person at the dishwasher to the person at the TV table
tell the gesture of the person at the exit to the person at the hallway cabinet	tell the gesture of the person at the exit to the person at the hallway cabinet
bring me a dice from the kitchen counter	bring me a dice from the kitchen counter
fetch a mustard from the dinner table and deliver it to the person pointing to the left in the kitchen	fetch a mustard from the dinner table and deliver it to the person pointing to the left in the kitchen
look for a drink in the living room then take it and deliver it to the lying person in the living room	look for a drink in the living room then take it and deliver it to the lying person in the living room
tell me what is the lightest drink on the kitchen counter	tell me what is the lightest drink on the kitchen counter
tell me what is the biggest food on the dinner table	tell me what is the biggest food on the dinner table
find a lying person in the living room and follow them to the lounge chair	find a lying person in the living room and follow them to the lounge chair
tell me what is the thinnest object on the desk	tell me what is the thinnest object on the desk
tell what day is tomorrow to the person pointing to the left in the kitchen	tell what day is tomorrow to the person pointing to the left in the kitchen
tell me what is the heaviest food on the kitchen cabinet	tell me what is the heaviest food on the kitchen cabinet
take a cup from the shelf and deliver it to William in the living room	take a cup from the shelf and deliver it to William in the living room
lead Julia from the desk to the lounge chair	lead Julia from the desk to the lounge chair
tell me how many persons pointing to the right are in the kitchen	tell me how many persons pointing to the right are in the kitchen
give me a baseball from the desk	give me a baseball from the desk
greet the person wearing a gray jacket in the hallway and say what day is today	greet the person wearing a gray jacket in the hallway and say what day is today
go to the coffee table then look for a bowl and fetch it and deliver it to Kevin in the kitchen	go to the coffee table then look for a bowl and fetch it and deliver it to Kevin in the kitchen
tell me how many people in the kitchen are wearing yellow sweaters	tell me how many people in the kitchen are wearing yellow sweaters
locate a banana in the hallway then fetch it and bring it to me	locate a banana in the hallway then fetch it and bring it to me
tell me how many sitting persons are in the living room	tell me how many sitting persons are in the living room
tell me how many people in the kitchen are wearing gray t shirts	tell me how many people in the kitchen are wearing gray t shirts
meet Fleur in the living room and escort them to the hallway	meet Fleur in the living room and escort them to the hallway
tell me how many drinks there are on the kitchen cabinet	tell me how many drinks there are on the kitchen cabinet
lead the person pointing to the left from the coathanger to the office	lead the person pointing to the left from the coathanger to the office
locate a strawberry in the kitchen then fetch it and give it to me	locate a strawberry in the kitchen then fetch it and give it to me
tell what day is tomorrow to the person raising their left arm in the kitchen	tell what day is tomorrow to the person raising their left arm in the kitchen
take Noah from the dishwasher to the office	take Noah from the dishwasher to the office
get a strawberry from the kitchen cabinet and bring it to me	get a strawberry from the kitchen cabinet and bring it to me
grasp a lemon from the hallway cabinet and deliver it to me	grasp a lemon from the hallway cabinet and deliver it to me
look for a snack in the hallway then grasp it and put it on the TV table	look for a snack in the hallway then grasp it and put it on the TV table
tell me how many people in the office are wearing blue jackets	tell me how many people in the office are wearing blue jackets
fetch a fruit from the dishwasher and give it to the person pointing to the right in the hallway	fetch a fruit from the dishwasher and give it to the person pointing to the right in the hallway
go to the hallway cabinet then find the standing person and follow them to the coathanger	go to the hallway cabinet then find the standing person and follow them to the coathanger
locate a person pointing to the left in the hallway and say your teams country	locate a person pointing to the left in the hallway and say your teams country
go to the hallway then meet Julia and say the day of the month	go to the hallway then meet Julia and say the day of the month
tell me the gesture of the person at the dinner table	tell me the gesture of the person at the dinner table
tell what day is today to the waving person in the living room	tell what day is today to the waving person in the living room
look for a fruit in the office then grasp it and bring it to Emma in the office	look for a fruit in the office then grasp it and bring it to Emma in the office
go to the coathanger then meet Peter and escort them to the kitchen	go to the coathanger then meet Peter and escort them to the kitchen
grasp an iced tea from the TV table and put it on the kitchen counter	grasp an iced tea from the TV table and put it on the kitchen counter
go to the kitchen then meet Julia and follow them	go to the kitchen then meet Julia and follow them
meet Liam in the office and follow them to the dinner table	meet Liam in the office and follow them to the dinner table
tell me what is the biggest object on the shelf	tell me what is the biggest object on the shelf
greet Susan in the hallway and escort them to the kitchen cabinet	greet Susan in the hallway and escort them to the kitchen cabinet
tell me what is the largest object on the TV table	tell me what is the largest object on the TV table
salute Peter in the kitchen and follow them	salute Peter in the kitchen and follow them
meet Liam at the trashcan then locate them in the hallway	meet Liam at the trashcan then locate them in the hallway
grasp a fruit from the coffee table and deliver it to the person raising their left arm in the kitchen	grasp a fruit from the coffee table and deliver it to the person raising their left arm in the kitchen
meet Hayley at the shelf then locate them in the kitchen	meet Hayley at the shelf then locate them in the kitchen
navigate to the living room then meet Robin and say your teams affiliation	navigate to the living room then meet Robin and say your teams affiliation
get a toy from the dinner table and deliver it to Noah in the kitchen	get a toy from the dinner table and deliver it to Noah in the kitchen
